cantidad, Burbuja, Burbuja Mejorada, Burbuja Bidireccional, Selección, Inserción, QuickSort, MergeSort, Arbol Binario
1000,0.08381962776184082,0.07652473449707031,0.06979751586914062,0.025024890899658203,0.05607485771179199,0.0017337799072265625,0.0040590763092041016,0.002283811569213867
1000,0.0836493968963623,0.07919049263000488,0.0693504810333252,0.0250246524810791,0.05743861198425293,0.0018553733825683594,0.003755331039428711,0.002153158187866211
1000,0.08316421508789062,0.07541656494140625,0.06816363334655762,0.02539348602294922,0.055513620376586914,0.001786947250366211,0.0035886764526367188,0.002321958541870117
1000,0.11727523803710938,0.12787580490112305,0.066925048828125,0.025199174880981445,0.058609962463378906,0.0017986297607421875,0.0035982131958007812,0.0025110244750976562
1000,0.07997798919677734,0.08214902877807617,0.06464409828186035,0.025138378143310547,0.0556483268737793,0.001708984375,0.003512144088745117,0.002349376678466797
1000,0.08114218711853027,0.07268667221069336,0.0638113021850586,0.025032997131347656,0.05510425567626953,0.001714468002319336,0.0035147666931152344,0.0022554397583007812
1000,0.07921481132507324,0.07532000541687012,0.06910562515258789,0.027338266372680664,0.05919170379638672,0.0017576217651367188,0.0037088394165039062,0.0023589134216308594
1000,0.08223843574523926,0.07578372955322266,0.06668901443481445,0.02521967887878418,0.05847764015197754,0.0018544197082519531,0.0035314559936523438,0.0023925304412841797
1000,0.08810257911682129,0.08166146278381348,0.06917762756347656,0.026635408401489258,0.058405160903930664,0.0018155574798583984,0.003560781478881836,0.0023720264434814453
1000,0.08513283729553223,0.07602524757385254,0.06868958473205566,0.025037527084350586,0.05958724021911621,0.0018613338470458984,0.0035195350646972656,0.0021827220916748047
2000,0.3251018524169922,0.3332672119140625,0.2846834659576416,0.10020756721496582,0.26355838775634766,0.004795551300048828,0.007894515991210938,0.005221128463745117
2000,0.3434906005859375,0.32087087631225586,0.26999497413635254,0.09896731376647949,0.24650287628173828,0.0039403438568115234,0.007757425308227539,0.005163431167602539
2000,0.3339540958404541,0.3083150386810303,0.270021915435791,0.1123051643371582,0.23760509490966797,0.0038454532623291016,0.007678031921386719,0.005057811737060547
2000,0.3159332275390625,0.32251882553100586,0.2762184143066406,0.10122990608215332,0.23566913604736328,0.0039784908294677734,0.007689714431762695,0.004886150360107422
2000,0.33723902702331543,0.309337854385376,0.27132558822631836,0.10013294219970703,0.2391958236694336,0.003946542739868164,0.008248329162597656,0.004939079284667969
2000,0.36234140396118164,0.3236575126647949,0.2769942283630371,0.10270929336547852,0.24066448211669922,0.004088878631591797,0.007789134979248047,0.0056421756744384766
2000,0.3284006118774414,0.3211698532104492,0.279369592666626,0.1046609878540039,0.2368309497833252,0.0038361549377441406,0.007783412933349609,0.004962921142578125
2000,0.3406505584716797,0.3196229934692383,0.2762894630432129,0.09964394569396973,0.23902034759521484,0.003973484039306641,0.007702350616455078,0.005708932876586914
2000,0.33890271186828613,0.3213212490081787,0.2751591205596924,0.10025525093078613,0.24038147926330566,0.003949880599975586,0.007881879806518555,0.0049436092376708984
2000,0.3515324592590332,0.32424426078796387,0.29267191886901855,0.10020995140075684,0.24042630195617676,0.003907442092895508,0.007704973220825195,0.005105495452880859
3000,0.7396464347839355,0.7796907424926758,0.6187503337860107,0.22443127632141113,0.5321180820465088,0.0062427520751953125,0.012371301651000977,0.007668495178222656
3000,0.715341329574585,0.7379310131072998,0.615027666091919,0.22696757316589355,0.5287435054779053,0.006370067596435547,0.012662887573242188,0.007863759994506836
3000,0.7359495162963867,0.7391355037689209,0.6242873668670654,0.22424745559692383,0.5438747406005859,0.006052970886230469,0.01246023178100586,0.008322000503540039
3000,0.7816600799560547,0.7500936985015869,0.6398622989654541,0.2253706455230713,0.5599453449249268,0.00638127326965332,0.012460708618164062,0.0079345703125
3000,0.7262704372406006,0.7310576438903809,0.62904953956604,0.2242114543914795,0.5827083587646484,0.00601649284362793,0.012616157531738281,0.007831335067749023
3000,0.7673873901367188,0.7411618232727051,0.6275649070739746,0.22705078125,0.6259033679962158,0.006140947341918945,0.012494802474975586,0.009650230407714844
3000,0.79734206199646,0.7325396537780762,0.6724457740783691,0.2291421890258789,0.5395665168762207,0.006395816802978516,0.012430667877197266,0.00784611701965332
3000,0.7610766887664795,0.7374382019042969,0.6298596858978271,0.22314190864562988,0.5477762222290039,0.006283998489379883,0.012499094009399414,0.007773637771606445
3000,0.7243156433105469,0.7848505973815918,0.6164445877075195,0.22773408889770508,0.5308761596679688,0.00600433349609375,0.012407064437866211,0.007847785949707031
3000,0.7346961498260498,0.7430496215820312,0.6233413219451904,0.22310638427734375,0.5516204833984375,0.0062024593353271484,0.012679815292358398,0.007570028305053711
4000,1.3191158771514893,1.3052513599395752,1.07830810546875,0.39633774757385254,0.9466001987457275,0.008340120315551758,0.017196178436279297,0.012285470962524414
4000,1.3753764629364014,1.3058438301086426,1.1113715171813965,0.39590907096862793,0.9819126129150391,0.009062767028808594,0.017482519149780273,0.011663198471069336
4000,1.3818140029907227,1.324930191040039,1.1094470024108887,0.4402334690093994,0.9722564220428467,0.008425712585449219,0.017627716064453125,0.010992288589477539
4000,1.341761589050293,1.2908763885498047,1.101369857788086,0.3983924388885498,0.9582881927490234,0.008552312850952148,0.01728534698486328,0.010854005813598633
4000,1.3567283153533936,1.303093433380127,1.0972368717193604,0.39513587951660156,0.9587678909301758,0.008409976959228516,0.01747274398803711,0.01131296157836914
4000,1.4045124053955078,1.3064000606536865,1.1218366622924805,0.4141652584075928,0.9516146183013916,0.00868844985961914,0.017484426498413086,0.011259794235229492
4000,1.3417468070983887,1.3126051425933838,1.0959041118621826,0.4048621654510498,0.950324535369873,0.008831977844238281,0.017253875732421875,0.0112457275390625
4000,1.3742396831512451,1.325446605682373,1.1206119060516357,0.4165797233581543,1.0577692985534668,0.008472442626953125,0.01709127426147461,0.01110529899597168
4000,1.3593106269836426,1.2922873497009277,1.1021995544433594,0.39530491828918457,1.0517332553863525,0.008674144744873047,0.017065048217773438,0.01103973388671875
4000,1.3414177894592285,1.3008756637573242,1.118868350982666,0.3961970806121826,0.9590010643005371,0.008439779281616211,0.0175018310546875,0.012357711791992188
5000,2.067411422729492,2.052090883255005,1.7700433731079102,0.6248888969421387,1.4834551811218262,0.010627269744873047,0.022634267807006836,0.015180110931396484
5000,2.026041030883789,2.184283971786499,1.7349815368652344,0.6207358837127686,1.5115091800689697,0.01085662841796875,0.02286362648010254,0.014203786849975586
